classify,name,comment,star,price,address,commentlist
美食,优之良品(百联又一城购物中心店),27                    条点评,三星商户,人均                                        ￥55,淞沪路8号百联又一城购物中心B1层,口味7.0                                环境6.5                                服务6.5
美食,薯正堂,45                    条点评,准四星商户,人均                                        ￥27,邯郸路576号,口味7.0                                环境6.5                                服务6.5
美食,遇见奶牛,23                    条点评,准四星商户,人均                                        ￥13,邯郸路399号,口味7.0                                环境6.5                                服务6.5
美食,吉祥馄饨(国济店),22                    条点评,准四星商户,人均                                        ￥20,国济路30号-13间,口味7.0                                环境6.5                                服务6.5
美食,满记甜品(黄兴店),805                    条点评,四星商户,人均                                        ￥35,杨浦区四平路2500号东方商厦二层B19-F02-1-018商铺,口味7.7                                环境7.5                                服务7.6
美食,吴茂兴本帮面(百联又一城店),43                    条点评,准四星商户,人均                                        ￥19,国济路1号,口味7.7                                环境7.5                                服务7.6
美食,阿香米线(巴黎春天五角场店),447                    条点评,准四星商户,人均                                        ￥34,淞沪路77号万达广场B区B1层33A号,口味7.7                                环境7.5                                服务7.6
美食,Pizza Express 马上诺(五角场店),2561                    条点评,准五星商户,人均                                        ￥115,淞沪路8号五角场百联又一城购物中心7楼7-2室,口味8.5                                环境8.9                                服务9.0
美食,渣甸街(合生汇店),180                    条点评,准四星商户,人均                                        ￥42,黄兴路2228号合生汇B2层城市集市C4号商铺,口味7.7                                环境7.5                                服务7.6
美食,熊本豚骨(百联又一城购物中心店),2                    条点评,准四星商户,人均                                        ￥45,淞沪路8号,口味7.7                                环境7.5                                服务7.6
美食,simply thai天泰餐厅(五角场合生广场店),2841                    条点评,四星商户,人均                                        ￥168,翔殷路1099号合生广场5楼,口味8.5                                环境8.9                                服务9.0
美食,贡茶(五角场店),2729                    条点评,四星商户,人均                                        ￥17,四平路2547号,口味7.7                                环境7.5                                服务7.6
美食,宜芝多(百联又一城购物中心店),372                    条点评,准四星商户,人均                                        ￥35,淞沪路8号百联又一城购物中心B1层,口味7.7                                环境7.5                                服务7.6
美食,乐凯撒·榴莲比萨(合生汇店),1898                    条点评,准五星商户,人均                                        ￥75,黄兴路2228号合生汇B2楼,口味8.5                                环境8.9                                服务9.0
美食,宇治茶铺(五角场合生汇店),902                    条点评,准四星商户,人均                                        ￥19,杨浦区黄兴路2218号合生汇B2层,口味7.7                                环境7.5                                服务7.6
美食,hotpark热啊东南亚美食(合生汇店),4024                    条点评,四星商户,人均                                        ￥95,翔殷路1099号合生汇B2-03,口味8.5                                环境8.9                                服务9.0
美食,靓灶民间菜(特力时尚汇店),3005                    条点评,准五星商户,人均                                        ￥81,邯郸路600号万达商业广场特力时尚汇3层,口味8.5                                环境8.9                                服务9.0
美食,五月锦日本铁板烧(合生汇店),523                    条点评,准四星商户,人均                                        ￥138,翔殷路合生汇国际广场5F-24,口味7.7                                环境7.5                                服务7.6
美食,鱼非鱼(合生汇店),4529                    条点评,四星商户,人均                                        ￥111,翔殷路1099号合生汇5F,口味8.5                                环境8.9                                服务9.0
美食,Simply Italian小意馆(合生广场店),1468                    条点评,四星商户,人均                                        ￥162,黄兴路2228号上海合生国际广场2楼,口味8.5                                环境8.9                                服务9.0
美食,zoo coffee(百联又一城购物中心店),1761                    条点评,准四星商户,人均                                        ￥40,淞沪路8号百联又一城购物中心6层,口味7.7                                环境7.5                                服务7.6
美食,鹅夫人(上海五角场店),8819                    条点评,四星商户,人均                                        ￥127,五角场万达广场特力时尚汇4楼,口味8.5                                环境8.9                                服务9.0
美食,蒙羊天骄宴(合生汇店),3588                    条点评,四星商户,人均                                        ￥100,翔殷路1099号合生汇5F,口味8.5                                环境8.9                                服务9.0
美食,十二泷町(五角场店),149                    条点评,准四星商户,人均                                        ￥14,淞沪路77号万达广场1层,口味7.7                                环境7.5                                服务7.6
美食,西贝莜面村(上海五角场万达店),13969                    条点评,准五星商户,人均                                        ￥87,政通路189号特力时尚汇5楼503号铺,口味8.5                                环境8.9                                服务9.0
美食,潮记1975点心专门店(合生汇店),949                    条点评,四星商户,人均                                        ￥97,翔殷路1099号合生汇B2,口味8.5                                环境8.9                                服务9.0
美食,杨国福麻辣烫(五角场政旦东路店),1110                    条点评,准四星商户,人均                                        ￥31,政旦东路40号,口味7.7                                环境7.5                                服务7.6
美食,LELECHA乐乐茶(五角场万达广场店),3108                    条点评,四星商户,人均                                        ￥34,淞沪路77号万达广场B1层,口味8.5                                环境8.9                                服务9.0
美食,三顾冒菜(五角场二店),14                    条点评,准四星商户,人均                                        ￥38,国济路28号,口味7.0                                环境7.0                                服务7.0
美食,赛百味(百联又一城购物中心店),1392                    条点评,四星商户,人均                                        ￥26,淞沪路8号百联又一城购物中心B1层,口味7.7                                环境7.5                                服务7.6
美食,云海肴云南菜(百联又一城购物中心店),3202                    条点评,准五星商户,人均                                        ￥98,淞沪路8号百联又一城购物中心7层,口味8.5                                环境8.9                                服务9.0
美食,森记肠粉,4                    条点评,准四星商户,人均                                    -,邯郸路600号万达广场特力时尚汇2楼,口味7.0                                环境7.0                                服务7.0
美食,蓉李记成都名小吃(五角场万达店),2181                    条点评,准四星商户,人均                                        ￥34,淞沪路77号万达广场B1层,口味7.7                                环境7.5                                服务7.6
美食,夏1999精致本帮料理(合生汇店),525                    条点评,四星商户,人均                                        ￥106,翔殷路1099号合生汇B1-63,口味8.5                                环境8.9                                服务9.0
美食,吉菓菓,3                    条点评,准四星商户,人均                                    -,五角场国庠路温州银行对面,口味7.0                                环境7.0                                服务7.0
美食,如意果(城市集市合生汇店),86                    条点评,准四星商户,人均                                        ￥22,黄兴路2228号合生汇国际广场B2层城市集市B3商铺,口味7.0                                环境7.0                                服务7.0
美食,顽味设计院(五角场配送站),1                    条点评,三星商户,人均                                        ￥50,政通路189号,口味7.0                                环境7.0                                服务7.0
美食,OCE coffee,16                    条点评,准四星商户,人均                                        ￥25,五角场黄兴路,口味7.0                                环境7.0                                服务7.0
美食,台资味(五角场店),13                    条点评,准四星商户,人均                                        ￥22,邯郸路399号A3,口味7.9                                环境8.0                                服务7.7
美食,诺德牛排杯,10                    条点评,三星商户,人均                                    -,国济路12号,口味7.0                                环境7.0                                服务7.0
美食,四云奶盖贡茶(合生汇店),406                    条点评,准四星商户,人均                                        ￥18,翔殷路1099号合生广场L4-23号,口味7.9                                环境8.0                                服务7.7
美食,西北郎户外烧烤配送站(五角场店),2                    条点评,准四星商户,人均                                    -,邯郸路585号,口味7.0                                环境7.0                                服务7.0
美食,面包新语咖啡(合生汇店),318                    条点评,准四星商户,人均                                        ￥26,五角场黄兴路2188号合生汇B2-42B,口味7.9                                环境8.0                                服务7.7
美食,大食堂中式茶餐厅,6                    条点评,准四星商户,人均                                    -,黄兴路,口味7.0                                环境7.0                                服务7.0
美食,花丸乌冬面(五角场店),711                    条点评,准四星商户,人均                                        ￥39,黄兴路2228号合生国际广场地下二层42A号,口味7.9                                环境8.0                                服务7.7
美食,来伊份(沃尔玛淞沪路店),10                    条点评,准四星商户,人均                                        ￥35,淞沪路125号沃尔玛第F1层1017F2F0022号铺位,口味7.0                                环境7.0                                服务7.0
美食,Hot Town火汤(五角场苏宁店),399                    条点评,准四星商户,人均                                        ￥26,邯郸路585号，苏宁生活广场B1层1-2号,口味7.9                                环境8.0                                服务7.7
美食,分子冰淇淋,4                    条点评,准四星商户,人均                                    -,国定东路26号,口味7.0                                环境7.0                                服务7.0
美食,1454's cafe(五角场店),229                    条点评,准四星商户,人均                                        ￥22,五角场国济路政旦东路路口,口味7.9                                环境8.0                                服务7.7
美食,小杨生煎(五角场食品一店),5628                    条点评,四星商户,人均                                        ￥11,邯郸路600号,口味7.0                                环境7.0                                服务7.0
美食,志大同,1240                    条点评,准四星商户,人均                                        ￥16,四平路2138号,口味7.9                                环境8.0                                服务7.7
美食,royaltea皇茶,1                    条点评,准四星商户,人均                                    -,邯郸路446弄1号,口味7.0                                环境7.0                                服务7.0
美食,贝儿多爸爸泡芙工房(百联又一城购物中心店),880                    条点评,四星商户,人均                                        ￥21,淞沪路8号百联又一城购物中心B1层,口味7.9                                环境8.0                                服务7.7
美食,豫申园城隍庙小吃世界(政旦东路店),128                    条点评,三星商户,人均                                        ￥20,政旦东路32号五角场,口味7.0                                环境7.0                                服务7.0
美食,京元脆皮烤鸭,1                    条点评,准四星商户,人均                                    -,国定路171号255,口味7.9                                环境8.0                                服务7.7
美食,黍糖茶屋(合生汇店),13                    条点评,准四星商户,人均                                        ￥27,五角场翔殷路1099号合生汇广场2楼L2-32/33号铺位,口味7.9                                环境8.0                                服务7.7
